client_id,sexe,âge,revenu_mensuel,segment_age,revenu_cat,produit,canal_achat,montant_panier,panier_frequent,note_satisfaction,retour_produit,date_achat
9594,Homme,24,2520.75,Jeune,Moyen,Électronique,Mobile,189.1,Oui,5,Non,2023-01-09
9595,Femme,41,1377.5,Mature,Bas,Beauté,Email,22.52,Oui,5,Non,2023-08-30
9596,Femme,56,1776.35,Mature,Bas,Maison,Email,184.15,Oui,5,Non,2023-02-09
9597,Femme,33,2675.91,Adulte,Moyen,Maison,Desktop,62.79,Non,2,Non,2023-06-15
9598,Homme,44,4779.12,Mature,Élevé,Électronique,Desktop,113.89,Oui,3,Non,2023-07-25
9599,Femme,44,2429.5,Mature,Moyen,Beauté,Desktop,70.03,Non,2,Non,2023-04-21
9600,Homme,39,3090.9,Adulte,Moyen,Mode,Email,64.65,Non,4,Non,2023-08-19
9601,Homme,38,3356.12,Adulte,Moyen,Sport,Mobile,53.74,Non,3,Non,2023-02-18
9602,Homme,28,2405.63,Adulte,Moyen,Électronique,Mobile,48.0,Oui,3,Non,2023-07-10
9603,Femme,18,3038.4,Jeune,Moyen,Mode,Desktop,73.62,Non,4,Non,2023-02-26
9604,Femme,26,3423.09,Adulte,Moyen,Électronique,Desktop,186.93,Non,1,Oui,2023-03-15
9605,Homme,34,4497.4,Adulte,Élevé,Sport,Desktop,114.53,Non,4,Non,2023-04-17
9606,Femme,48,2297.28,Mature,Moyen,Mode,Email,65.76,Non,3,Non,2023-05-11
9607,Homme,36,3362.21,Adulte,Moyen,Électronique,Mobile,68.88,Non,3,Non,2023-08-21
9608,Homme,32,3098.02,Adulte,Moyen,Maison,Desktop,31.9,Non,2,Non,2023-10-13
9609,Femme,29,2884.95,Adulte,Moyen,Beauté,Desktop,40.02,Non,4,Non,2023-08-15
9610,Homme,44,2914.91,Mature,Moyen,Sport,Mobile,39.08,Non,4,Non,2023-05-08
9611,Homme,51,2038.56,Mature,Moyen,Sport,Mobile,62.99,Oui,5,Non,2023-07-05
9612,Femme,48,2404.52,Mature,Moyen,Mode,Email,176.16,Non,2,Oui,2023-01-27
9613,Homme,44,4243.4,Mature,Élevé,Électronique,Desktop,74.36,Non,3,Non,2023-03-02
9614,Homme,23,3106.41,Jeune,Moyen,Maison,Mobile,144.52,Non,2,Oui,2023-11-15
9615,Homme,34,2760.52,Adulte,Moyen,Sport,App,46.81,Oui,5,Non,2023-03-24
9616,Homme,57,2651.5,Mature,Moyen,Sport,Mobile,186.3,Non,3,Non,2023-11-10
9617,Homme,49,1000.0,Mature,Bas,Électronique,Desktop,28.2,Oui,4,Non,2023-09-03
9618,Homme,22,3518.44,Jeune,Moyen,Électronique,Desktop,79.06,Non,3,Non,2023-05-25
9619,Homme,37,3902.29,Adulte,Moyen,Électronique,Mobile,52.61,Non,4,Non,2023-09-17
9620,Femme,41,1632.81,Mature,Bas,Maison,Mobile,34.79,Non,4,Non,2023-08-16
9621,Femme,30,3215.57,Adulte,Moyen,Mode,Email,38.88,Non,2,Oui,2023-05-29
9622,Homme,18,3320.05,Jeune,Moyen,Mode,Mobile,40.16,Non,2,Non,2023-11-10
9623,Homme,38,2432.1,Adulte,Moyen,Maison,Desktop,95.62,Non,2,Non,2023-09-24
9624,Femme,30,2960.76,Adulte,Moyen,Mode,Email,121.52,Non,4,Non,2023-12-02
9625,Femme,30,3717.22,Adulte,Moyen,Beauté,Mobile,41.23,Non,2,Non,2023-10-01
9626,Femme,34,3828.65,Adulte,Moyen,Beauté,Email,50.29,Non,3,Non,2023-09-30
9627,Femme,36,2848.55,Adulte,Moyen,Beauté,Desktop,47.07,Non,4,Non,2023-11-14
9628,Femme,37,2392.41,Adulte,Moyen,Mode,Mobile,189.58,Non,3,Non,2023-12-27
9629,Homme,29,2259.69,Adulte,Moyen,Maison,Desktop,88.22,Non,4,Non,2023-02-03
9630,Femme,35,4366.9,Adulte,Élevé,Maison,Desktop,51.84,Non,3,Non,2023-07-07
9631,Femme,20,2568.09,Jeune,Moyen,Beauté,Mobile,47.84,Non,4,Non,2023-04-25
9632,Femme,41,3342.26,Mature,Moyen,Mode,Desktop,108.78,Non,3,Non,2023-03-07
9633,Homme,18,3997.26,Jeune,Moyen,Sport,App,223.69,Oui,3,Non,2023-01-16
9634,Homme,35,4402.36,Adulte,Élevé,Sport,Desktop,108.38,Oui,4,Non,2023-06-13
9635,Homme,47,2875.99,Mature,Moyen,Électronique,Mobile,45.55,Non,4,Non,2023-09-25
9636,Homme,27,2569.35,Adulte,Moyen,Sport,Desktop,107.79,Non,4,Non,2023-03-14
9637,Homme,45,3717.46,Mature,Moyen,Sport,Email,37.33,Non,4,Non,2023-03-24
9638,Homme,49,3517.9,Mature,Moyen,Sport,Mobile,66.79,Non,3,Non,2023-02-21
9639,Femme,18,3943.66,Jeune,Moyen,Beauté,Desktop,59.75,Non,3,Non,2023-03-15
9640,Homme,36,5066.34,Adulte,Élevé,Mode,Desktop,226.15,Non,2,Oui,2023-08-31
9641,Homme,18,3350.34,Jeune,Moyen,Électronique,Mobile,37.45,Oui,4,Non,2023-07-20
9642,Femme,36,1893.39,Adulte,Bas,Maison,Email,40.18,Non,4,Non,2023-04-03
9643,Homme,37,3259.98,Adulte,Moyen,Maison,Desktop,54.27,Non,4,Non,2023-04-02
9644,Femme,18,1807.9,Jeune,Bas,Mode,Desktop,51.11,Non,3,Non,2023-02-21
9645,Femme,57,3122.13,Mature,Moyen,Mode,Desktop,185.33,Non,4,Non,2023-10-07
9646,Homme,40,3022.91,Adulte,Moyen,Maison,Email,106.36,Oui,5,Non,2023-09-02
9647,Femme,29,3979.9,Adulte,Moyen,Mode,Desktop,47.57,Non,3,Non,2023-12-17
9648,Femme,52,1633.8,Mature,Bas,Mode,Desktop,120.87,Non,2,Oui,2023-12-31
9649,Femme,20,3772.8,Jeune,Moyen,Maison,Mobile,109.28,Non,4,Non,2023-02-10
9650,Femme,25,2017.24,Jeune,Moyen,Électronique,Email,21.54,Non,2,Non,2023-04-03
9651,Homme,18,2999.67,Jeune,Moyen,Électronique,Mobile,240.67,Non,2,Non,2023-06-07
9652,Femme,56,1883.65,Mature,Bas,Électronique,Mobile,22.92,Non,2,Non,2023-11-30
9653,Homme,41,2706.95,Mature,Moyen,Mode,Email,83.56,Non,2,Oui,2023-01-22
9654,Femme,44,1000.0,Mature,Bas,Beauté,Mobile,54.08,Non,2,Oui,2023-12-01
9655,Femme,41,2263.53,Mature,Moyen,Mode,Email,78.95,Non,2,Non,2023-09-19
9656,Femme,43,2884.88,Mature,Moyen,Beauté,Desktop,119.36,Non,3,Non,2023-10-23
9657,Homme,38,1053.0,Adulte,Bas,Électronique,Mobile,21.62,Oui,3,Non,2023-05-03
9658,Homme,40,4649.03,Adulte,Élevé,Sport,Email,83.21,Non,3,Non,2023-11-16
9659,Homme,39,3574.37,Adulte,Moyen,Sport,Mobile,76.66,Oui,4,Non,2023-06-19
9660,Femme,31,2385.0,Adulte,Moyen,Mode,Desktop,54.27,Oui,3,Non,2023-04-22
9661,Femme,37,1267.16,Adulte,Bas,Maison,Email,66.74,Non,3,Non,2023-01-14
9662,Femme,40,1900.14,Adulte,Bas,Maison,Desktop,69.04,Non,2,Oui,2023-04-18
9663,Femme,39,2423.11,Adulte,Moyen,Beauté,Email,92.53,Non,4,Non,2023-08-20
9664,Homme,23,3561.19,Jeune,Moyen,Sport,App,43.18,Non,4,Non,2023-07-06
9665,Femme,24,2870.32,Jeune,Moyen,Mode,Desktop,30.51,Oui,4,Non,2023-05-03
9666,Homme,48,4365.74,Mature,Élevé,Électronique,Mobile,268.84,Oui,3,Non,2023-02-23
9667,Femme,34,1332.77,Adulte,Bas,Beauté,Email,31.39,Oui,3,Non,2023-12-16
9668,Homme,43,2446.84,Mature,Moyen,Sport,Desktop,99.78,Non,4,Non,2023-01-01
9669,Homme,27,2683.92,Adulte,Moyen,Maison,Desktop,54.58,Oui,5,Non,2023-10-06
9670,Femme,23,4089.14,Jeune,Élevé,Beauté,Desktop,41.08,Non,4,Non,2023-10-07
9671,Femme,29,2517.96,Adulte,Moyen,Beauté,Email,36.84,Non,2,Non,2023-08-02
9672,Homme,35,2643.79,Adulte,Moyen,Maison,Desktop,34.46,Oui,3,Non,2023-01-01
9673,Femme,31,3235.07,Adulte,Moyen,Électronique,Mobile,177.68,Non,3,Non,2023-09-17
9674,Femme,50,3457.29,Mature,Moyen,Mode,Email,45.81,Non,4,Non,2023-04-19
9675,Homme,39,4348.34,Adulte,Élevé,Électronique,Email,468.91,Oui,4,Non,2023-05-25
9676,Homme,56,3026.65,Mature,Moyen,Électronique,Mobile,109.95,Non,2,Non,2023-07-21
9677,Homme,42,3616.84,Mature,Moyen,Électronique,Mobile,68.93,Non,3,Non,2023-09-03
9678,Homme,18,3418.48,Jeune,Moyen,Électronique,App,93.21,Oui,4,Non,2023-12-03
9679,Femme,48,2269.11,Mature,Moyen,Beauté,Mobile,179.3,Non,3,Non,2023-04-30
9680,Homme,22,2465.59,Jeune,Moyen,Sport,Mobile,73.18,Non,3,Non,2023-07-29
9681,Homme,40,2351.11,Adulte,Moyen,Mode,Desktop,107.56,Oui,5,Non,2023-12-21
9682,Homme,30,3800.01,Adulte,Moyen,Maison,Mobile,87.01,Non,3,Non,2023-04-25
9683,Femme,59,3440.69,Mature,Moyen,Mode,Desktop,80.06,Non,2,Non,2023-05-28
9684,Homme,52,1600.77,Mature,Bas,Sport,Mobile,214.25,Non,3,Non,2023-03-18
9685,Femme,30,2933.85,Adulte,Moyen,Mode,Desktop,84.99,Non,4,Non,2023-07-19
9686,Homme,36,4509.72,Adulte,Élevé,Électronique,App,110.68,Non,1,Oui,2023-09-10
9687,Homme,40,1000.0,Adulte,Bas,Électronique,Mobile,183.63,Non,3,Non,2023-12-21
9688,Femme,46,2364.05,Mature,Moyen,Mode,Mobile,59.42,Non,3,Non,2023-10-16
9689,Homme,38,3807.69,Adulte,Moyen,Sport,Email,68.88,Oui,5,Non,2023-09-09
9690,Homme,27,1558.85,Adulte,Bas,Mode,Desktop,89.9,Non,2,Oui,2023-03-24
9691,Femme,30,2183.92,Adulte,Moyen,Mode,Desktop,32.29,Non,3,Non,2023-04-18
9692,Homme,37,2174.49,Adulte,Moyen,Maison,App,31.79,Oui,4,Non,2023-11-09
9693,Homme,50,2293.54,Mature,Moyen,Électronique,Mobile,103.84,Oui,4,Non,2023-11-09
9694,Homme,42,2837.82,Mature,Moyen,Maison,Desktop,42.97,Non,2,Oui,2023-01-25
9695,Homme,30,2189.17,Adulte,Moyen,Mode,Mobile,56.2,Oui,5,Non,2023-02-21
9696,Femme,44,2576.31,Mature,Moyen,Mode,Mobile,123.68,Non,4,Non,2023-07-05
9697,Homme,34,3146.69,Adulte,Moyen,Maison,Desktop,58.18,Oui,4,Non,2023-11-18
9698,Femme,46,2007.04,Mature,Moyen,Électronique,App,133.97,Oui,4,Non,2023-11-22
9699,Homme,63,3881.97,Senior,Moyen,Électronique,Email,72.19,Non,4,Non,2023-10-18
9700,Femme,34,2360.54,Adulte,Moyen,Maison,Mobile,26.53,Non,4,Non,2023-03-13
9701,Homme,46,3917.54,Mature,Moyen,Électronique,Desktop,47.25,Oui,4,Non,2023-09-21
9702,Femme,30,1985.23,Adulte,Bas,Mode,Email,53.99,Non,4,Non,2023-10-29
9703,Homme,36,3479.75,Adulte,Moyen,Sport,Mobile,53.16,Non,4,Non,2023-08-19
9704,Femme,38,2935.48,Adulte,Moyen,Beauté,Mobile,59.73,Non,2,Non,2023-07-09
9705,Femme,36,2820.03,Adulte,Moyen,Électronique,Mobile,90.39,Non,2,Non,2023-12-28
9706,Homme,62,3375.1,Senior,Moyen,Électronique,Desktop,273.93,Oui,3,Non,2023-12-22
9707,Femme,34,3132.77,Adulte,Moyen,Beauté,Mobile,62.0,Non,2,Non,2023-12-11
9708,Homme,43,5416.59,Mature,Élevé,Électronique,Desktop,217.82,Oui,5,Non,2023-08-14
9709,Homme,18,3955.5,Jeune,Moyen,Maison,Email,176.48,Non,4,Non,2023-03-05
9710,Homme,42,2916.36,Mature,Moyen,Électronique,Email,212.64,Non,1,Oui,2023-10-13
9711,Homme,49,3133.37,Mature,Moyen,Sport,Desktop,68.39,Oui,3,Non,2023-03-27
9712,Homme,32,2251.26,Adulte,Moyen,Mode,Mobile,42.74,Non,2,Non,2023-02-06
9713,Femme,18,2943.16,Jeune,Moyen,Beauté,Email,103.49,Oui,3,Non,2023-10-02
9714,Homme,37,4643.48,Adulte,Élevé,Électronique,App,79.16,Non,3,Non,2023-12-02
9715,Homme,38,3274.89,Adulte,Moyen,Électronique,Mobile,222.7,Non,3,Non,2023-05-12
9716,Homme,45,5162.74,Mature,Élevé,Sport,App,56.94,Oui,4,Non,2023-11-06
9717,Homme,58,3769.16,Mature,Moyen,Électronique,Email,132.92,Non,3,Non,2023-02-21
9718,Homme,34,2812.24,Adulte,Moyen,Sport,App,59.63,Oui,5,Non,2023-04-10
9719,Homme,29,4015.81,Adulte,Élevé,Maison,Mobile,107.42,Non,3,Non,2023-05-09
9720,Femme,26,3627.04,Adulte,Moyen,Maison,App,44.76,Oui,4,Non,2023-02-03
9721,Femme,39,3176.87,Adulte,Moyen,Mode,Mobile,244.8,Non,3,Non,2023-10-14
9722,Homme,42,1967.82,Mature,Bas,Maison,Mobile,109.92,Non,3,Non,2023-02-04
9723,Femme,32,3301.16,Adulte,Moyen,Beauté,Mobile,49.12,Non,3,Non,2023-04-19
9724,Homme,45,4539.62,Mature,Élevé,Sport,Desktop,151.12,Non,4,Non,2023-05-19
9725,Homme,42,4723.82,Mature,Élevé,Électronique,Mobile,97.89,Non,3,Non,2023-05-03
9726,Homme,38,4473.6,Adulte,Élevé,Sport,Mobile,54.62,Non,3,Non,2023-10-01
9727,Homme,28,5196.78,Adulte,Élevé,Sport,Desktop,79.0,Oui,3,Non,2023-11-22
9728,Homme,33,3719.63,Adulte,Moyen,Électronique,Mobile,69.51,Non,3,Non,2023-09-03
9729,Femme,18,1272.64,Jeune,Bas,Maison,Email,101.46,Oui,5,Non,2023-06-21
9730,Femme,40,3208.77,Adulte,Moyen,Beauté,Mobile,33.12,Non,2,Oui,2023-08-05
9731,Femme,38,4436.58,Adulte,Élevé,Mode,Mobile,171.68,Non,3,Non,2023-02-12
9732,Femme,39,3601.83,Adulte,Moyen,Mode,Mobile,69.99,Non,2,Non,2023-03-16
9733,Homme,43,2910.66,Mature,Moyen,Sport,Mobile,34.86,Non,2,Non,2023-10-18
9734,Femme,41,1649.19,Mature,Bas,Beauté,Email,86.59,Non,2,Oui,2023-05-22
9735,Homme,36,4172.87,Adulte,Élevé,Sport,Mobile,255.25,Non,2,Non,2023-04-05
9736,Femme,38,2991.36,Adulte,Moyen,Beauté,Mobile,141.77,Oui,3,Non,2023-12-16
9737,Femme,23,3423.88,Jeune,Moyen,Maison,Desktop,47.2,Oui,4,Non,2023-08-01
9738,Femme,32,1971.58,Adulte,Bas,Beauté,Desktop,31.43,Oui,5,Non,2023-02-18
9739,Femme,38,1942.81,Adulte,Bas,Beauté,Mobile,230.51,Oui,3,Non,2023-11-19
9740,Homme,30,3086.9,Adulte,Moyen,Sport,Mobile,41.75,Non,2,Non,2023-08-01
9741,Femme,46,2496.65,Mature,Moyen,Mode,Email,46.51,Oui,5,Non,2023-03-28
9742,Femme,31,2674.05,Adulte,Moyen,Beauté,Desktop,73.54,Non,4,Non,2023-01-10
9743,Homme,40,1619.92,Adulte,Bas,Électronique,Mobile,45.13,Non,3,Non,2023-07-07
9744,Homme,39,3682.02,Adulte,Moyen,Électronique,App,77.16,Oui,4,Non,2023-02-01
9745,Femme,45,2267.12,Mature,Moyen,Maison,Mobile,120.01,Non,4,Non,2023-08-14
9746,Homme,47,2884.11,Mature,Moyen,Maison,Desktop,93.62,Oui,5,Non,2023-02-26
9747,Homme,44,2813.23,Mature,Moyen,Électronique,Desktop,167.7,Non,2,Oui,2023-03-16
9748,Homme,18,3073.78,Jeune,Moyen,Électronique,Mobile,156.22,Oui,3,Non,2023-08-07
9749,Femme,49,3008.43,Mature,Moyen,Beauté,Mobile,107.16,Non,4,Non,2023-01-29
9750,Homme,53,3484.49,Mature,Moyen,Maison,Desktop,48.94,Non,3,Non,2023-03-08
9751,Femme,33,3861.09,Adulte,Moyen,Mode,Mobile,56.43,Non,3,Non,2023-10-07
9752,Femme,40,2138.52,Adulte,Moyen,Électronique,Mobile,38.32,Oui,5,Non,2023-06-04
9753,Femme,29,3751.16,Adulte,Moyen,Mode,Desktop,45.36,Non,3,Non,2023-07-27
9754,Femme,18,3063.54,Jeune,Moyen,Maison,Email,167.36,Oui,4,Non,2023-09-28
9755,Homme,30,3817.11,Adulte,Moyen,Mode,Email,38.4,Non,2,Oui,2023-12-05
9756,Femme,32,2940.95,Adulte,Moyen,Beauté,Mobile,76.81,Non,2,Non,2023-01-28
9757,Homme,34,3146.31,Adulte,Moyen,Sport,Email,130.47,Oui,5,Non,2023-04-18
9758,Femme,28,3591.68,Adulte,Moyen,Mode,App,46.92,Oui,3,Non,2023-11-22
9759,Homme,30,2962.11,Adulte,Moyen,Électronique,Desktop,254.99,Non,2,Non,2023-04-29
9760,Femme,37,3659.7,Adulte,Moyen,Mode,Desktop,226.06,Non,3,Non,2023-01-01
9761,Homme,30,2290.47,Adulte,Moyen,Maison,App,85.5,Non,2,Non,2023-12-24
9762,Femme,43,1721.19,Mature,Bas,Électronique,Email,109.61,Oui,3,Non,2023-10-11
9763,Femme,44,1000.0,Mature,Bas,Maison,Desktop,24.87,Non,2,Oui,2023-01-02
9764,Homme,61,3569.69,Senior,Moyen,Mode,Email,284.34,Non,2,Non,2023-11-01
9765,Femme,49,2228.41,Mature,Moyen,Mode,Mobile,102.99,Non,2,Oui,2023-11-21
9766,Femme,40,2257.82,Adulte,Moyen,Beauté,Desktop,57.43,Non,2,Oui,2023-04-26
9767,Femme,31,2734.05,Adulte,Moyen,Mode,Email,69.05,Oui,5,Non,2023-11-14
9768,Homme,40,2831.63,Adulte,Moyen,Sport,Mobile,74.51,Non,2,Oui,2023-05-15
9769,Femme,41,2303.28,Mature,Moyen,Beauté,Desktop,32.92,Non,3,Non,2023-05-16
9770,Femme,32,3516.15,Adulte,Moyen,Maison,Mobile,100.6,Non,3,Non,2023-06-26
9771,Homme,45,4514.37,Mature,Élevé,Sport,Email,48.62,Non,4,Non,2023-04-22
9772,Homme,24,2570.85,Jeune,Moyen,Maison,Email,92.55,Oui,4,Non,2023-04-02
9773,Homme,35,2366.9,Adulte,Moyen,Électronique,Desktop,95.49,Non,3,Non,2023-05-06
9774,Homme,43,2824.22,Mature,Moyen,Mode,Mobile,54.79,Non,2,Oui,2023-07-11
9775,Homme,35,2949.45,Adulte,Moyen,Électronique,Desktop,37.44,Oui,3,Non,2023-05-31
9776,Femme,35,3219.12,Adulte,Moyen,Mode,Mobile,80.12,Non,4,Non,2023-03-27
9777,Femme,36,4237.72,Adulte,Élevé,Beauté,Mobile,69.99,Oui,5,Non,2023-06-02
9778,Femme,29,2762.61,Adulte,Moyen,Mode,App,50.1,Oui,3,Non,2023-06-10
9779,Homme,49,3257.33,Mature,Moyen,Électronique,Mobile,79.5,Non,4,Non,2023-04-07
9780,Femme,27,2713.37,Adulte,Moyen,Beauté,Mobile,30.15,Non,2,Oui,2023-12-31
9781,Homme,41,4004.54,Mature,Élevé,Maison,Desktop,46.46,Non,3,Non,2023-05-22
9782,Homme,42,3524.93,Mature,Moyen,Maison,Mobile,46.47,Non,3,Non,2023-05-09
9783,Femme,28,2351.93,Adulte,Moyen,Maison,Mobile,81.56,Non,2,Non,2023-09-09
9784,Homme,38,4210.01,Adulte,Élevé,Électronique,Desktop,70.06,Non,4,Non,2023-02-24
9785,Homme,28,3771.21,Adulte,Moyen,Sport,Mobile,50.58,Oui,4,Non,2023-12-25
9786,Femme,51,1567.49,Mature,Bas,Beauté,Mobile,63.46,Non,4,Non,2023-06-01
9787,Homme,26,2751.45,Adulte,Moyen,Sport,Desktop,71.12,Non,2,Non,2023-05-20
9788,Homme,31,2304.58,Adulte,Moyen,Électronique,Mobile,57.72,Oui,5,Non,2023-01-13
9789,Femme,25,3794.01,Jeune,Moyen,Beauté,Email,170.78,Non,3,Non,2023-10-06
9790,Homme,24,4777.05,Jeune,Élevé,Sport,App,72.14,Oui,3,Non,2023-07-15
9791,Homme,53,4505.68,Mature,Élevé,Électronique,Email,62.71,Oui,4,Non,2023-08-18
9792,Femme,43,4447.15,Mature,Élevé,Mode,App,176.23,Oui,3,Non,2023-04-06
9793,Femme,39,2252.68,Adulte,Moyen,Beauté,Mobile,80.66,Non,2,Non,2023-12-29
9794,Femme,31,2660.75,Adulte,Moyen,Mode,Mobile,109.52,Non,3,Non,2023-07-06
9795,Femme,47,1814.76,Mature,Bas,Beauté,Mobile,108.88,Non,3,Non,2023-09-08
9796,Homme,29,2755.46,Adulte,Moyen,Sport,Email,103.9,Non,3,Non,2023-07-12
9797,Homme,45,2251.03,Mature,Moyen,Électronique,Mobile,180.63,Non,2,Non,2023-11-05
9798,Femme,29,2480.17,Adulte,Moyen,Beauté,Email,37.2,Non,2,Oui,2023-05-20
9799,Homme,31,4894.88,Adulte,Élevé,Électronique,Desktop,129.3,Non,1,Non,2023-01-07
9800,Homme,45,2584.7,Mature,Moyen,Maison,Mobile,106.93,Non,3,Non,2023-12-25
9801,Femme,46,2008.71,Mature,Moyen,Beauté,Email,36.71,Non,3,Non,2023-02-20
9802,Femme,43,2758.21,Mature,Moyen,Beauté,Desktop,275.46,Non,2,Non,2023-02-19
9803,Homme,27,2182.28,Adulte,Moyen,Sport,Mobile,100.85,Oui,5,Non,2023-03-04
9804,Femme,33,2595.2,Adulte,Moyen,Beauté,App,144.07,Oui,3,Non,2023-04-16
9805,Femme,39,2634.34,Adulte,Moyen,Beauté,Email,34.26,Non,4,Non,2023-05-08
9806,Femme,29,1907.55,Adulte,Bas,Mode,Desktop,21.38,Non,2,Non,2023-10-27
9807,Homme,51,3330.42,Mature,Moyen,Électronique,App,35.74,Oui,2,Oui,2023-05-17
9808,Femme,18,3506.98,Jeune,Moyen,Mode,Email,155.98,Oui,4,Non,2023-08-21
9809,Homme,30,1740.98,Adulte,Bas,Électronique,Mobile,83.82,Oui,5,Non,2023-08-02
9810,Homme,32,3153.86,Adulte,Moyen,Électronique,App,62.43,Non,2,Non,2023-02-19
9811,Homme,18,4067.53,Jeune,Élevé,Sport,Desktop,119.29,Non,3,Non,2023-04-29
9812,Femme,24,1285.02,Jeune,Bas,Mode,Mobile,74.83,Oui,3,Non,2023-07-23
9813,Femme,44,3165.89,Mature,Moyen,Beauté,Email,77.99,Non,3,Non,2023-11-23
9814,Femme,38,4459.51,Adulte,Élevé,Mode,Mobile,140.44,Non,3,Non,2023-06-14
9815,Femme,53,1843.28,Mature,Bas,Mode,Desktop,56.43,Non,2,Non,2023-12-13
9816,Femme,53,2943.5,Mature,Moyen,Mode,Mobile,40.02,Non,2,Non,2023-06-06
9817,Homme,42,3249.69,Mature,Moyen,Électronique,Mobile,242.19,Non,4,Non,2023-10-17
9818,Homme,41,2585.89,Mature,Moyen,Mode,Mobile,146.13,Non,4,Non,2023-04-10
9819,Homme,38,2305.98,Adulte,Moyen,Maison,Mobile,43.64,Non,2,Non,2023-04-05
9820,Femme,18,2835.97,Jeune,Moyen,Beauté,Desktop,47.5,Non,2,Non,2023-03-02
9821,Homme,24,3531.36,Jeune,Moyen,Électronique,Desktop,179.42,Non,3,Non,2023-08-09
9822,Homme,39,3882.09,Adulte,Moyen,Maison,Desktop,296.88,Non,4,Non,2023-07-18
9823,Femme,44,2985.79,Mature,Moyen,Beauté,Mobile,101.55,Oui,3,Non,2023-02-26
9824,Femme,40,1957.18,Adulte,Bas,Beauté,Email,22.15,Non,4,Non,2023-01-18
9825,Homme,29,4183.98,Adulte,Élevé,Électronique,Email,85.92,Non,3,Non,2023-01-12
9826,Homme,47,3476.63,Mature,Moyen,Sport,Mobile,106.6,Non,3,Non,2023-02-01
9827,Femme,52,2900.68,Mature,Moyen,Mode,Desktop,66.65,Non,4,Non,2023-01-10
9828,Femme,47,2454.8,Mature,Moyen,Maison,Desktop,105.67,Oui,3,Non,2023-11-09
9829,Femme,47,3154.39,Mature,Moyen,Mode,App,33.77,Non,2,Non,2023-04-09
9830,Femme,32,3335.6,Adulte,Moyen,Maison,App,50.48,Oui,3,Non,2023-05-19
9831,Homme,48,3764.37,Mature,Moyen,Électronique,Mobile,157.19,Non,4,Non,2023-08-08
9832,Homme,39,3285.53,Adulte,Moyen,Sport,App,43.12,Oui,5,Non,2023-03-21
9833,Femme,43,2303.19,Mature,Moyen,Maison,Mobile,278.46,Non,4,Non,2023-11-03
9834,Homme,41,3473.93,Mature,Moyen,Électronique,Desktop,73.11,Non,1,Non,2023-06-18
9835,Homme,36,1918.86,Adulte,Bas,Maison,Mobile,34.74,Non,4,Non,2023-06-14
9836,Femme,29,2594.01,Adulte,Moyen,Maison,Mobile,41.5,Non,4,Non,2023-04-05
9837,Homme,37,2560.8,Adulte,Moyen,Maison,Desktop,39.47,Oui,5,Non,2023-10-10
9838,Homme,47,3686.12,Mature,Moyen,Électronique,Desktop,72.72,Non,2,Oui,2023-06-09
9839,Homme,33,4459.5,Adulte,Élevé,Sport,Mobile,86.42,Non,2,Oui,2023-04-22
9840,Femme,46,3151.53,Mature,Moyen,Beauté,App,134.56,Oui,5,Non,2023-02-01
9841,Femme,45,2515.02,Mature,Moyen,Beauté,Mobile,155.27,Non,4,Non,2023-09-16
9842,Homme,35,3242.66,Adulte,Moyen,Mode,Mobile,87.39,Oui,3,Non,2023-09-13
9843,Femme,51,1653.4,Mature,Bas,Mode,Email,76.65,Non,4,Non,2023-03-18
9844,Femme,34,3923.54,Adulte,Moyen,Maison,Email,92.22,Non,3,Non,2023-08-18
9845,Femme,53,2210.01,Mature,Moyen,Maison,Email,51.66,Non,2,Non,2023-12-04
9846,Homme,42,3595.37,Mature,Moyen,Sport,Mobile,72.6,Non,3,Non,2023-01-05
9847,Homme,37,3866.29,Adulte,Moyen,Mode,Desktop,49.52,Non,4,Non,2023-07-20
9848,Femme,29,2545.49,Adulte,Moyen,Maison,Email,53.52,Non,2,Non,2023-09-18
9849,Homme,37,3029.63,Adulte,Moyen,Sport,Desktop,40.98,Non,3,Non,2023-06-16
9850,Homme,35,4702.35,Adulte,Élevé,Électronique,Desktop,200.87,Non,3,Non,2023-10-30
9851,Homme,25,3359.47,Jeune,Moyen,Électronique,Desktop,48.54,Non,1,Non,2023-11-05
9852,Homme,35,3458.02,Adulte,Moyen,Sport,Mobile,100.54,Oui,5,Non,2023-12-01
9853,Homme,29,4250.54,Adulte,Élevé,Électronique,Mobile,48.28,Non,4,Non,2023-08-30
9854,Femme,43,3304.02,Mature,Moyen,Maison,Email,110.65,Non,2,Oui,2023-11-03
9855,Homme,51,3169.44,Mature,Moyen,Électronique,Mobile,153.56,Non,3,Non,2023-12-08
9856,Homme,25,3935.16,Jeune,Moyen,Maison,Desktop,46.98,Non,3,Non,2023-08-11
9857,Homme,55,4315.01,Mature,Élevé,Sport,Desktop,114.12,Non,4,Non,2023-12-07
9858,Femme,36,2441.37,Adulte,Moyen,Mode,Desktop,77.32,Non,2,Non,2023-03-10
9859,Femme,28,3852.86,Adulte,Moyen,Beauté,Mobile,94.15,Non,4,Non,2023-06-09
9860,Femme,45,2512.82,Mature,Moyen,Électronique,Desktop,133.04,Non,4,Non,2023-09-24
9861,Homme,33,3088.56,Adulte,Moyen,Électronique,Desktop,45.85,Non,4,Non,2023-12-02
9862,Femme,37,2424.95,Adulte,Moyen,Maison,Email,139.38,Non,3,Non,2023-10-09
